Date sent to company,Company response to consumer,Timely response?
2016-09-15,Closed with explanation,Yes
2016-10-13,Closed with explanation,Yes
2015-08-23,Closed with explanation,Yes
2015-03-20,Closed with explanation,Yes
2016-11-10,Closed with explanation,Yes
2016-07-26,Closed with explanation,Yes
2016-05-23,Closed with non-monetary relief,Yes
2016-06-17,Closed with explanation,Yes
2015-04-27,Closed with monetary relief,Yes
2016-02-08,Closed with explanation,Yes
2015-06-12,Closed with explanation,Yes
2016-11-26,Closed with explanation,Yes
2015-10-15,Closed,Yes
2016-08-06,Closed with explanation,Yes
2015-10-05,Closed with explanation,Yes
2016-02-05,Closed with explanation,No
2017-01-15,Closed with explanation,Yes
2015-09-30,Closed with explanation,Yes
2017-03-17,Closed with explanation,Yes
2017-02-02,Closed with non-monetary relief,Yes
2016-12-06,Closed with explanation,Yes
2015-11-10,Closed with explanation,Yes
2016-11-07,Closed with explanation,Yes
2016-03-11,Closed with explanation,Yes
2016-03-24,Closed with explanation,Yes
2016-11-06,Closed with explanation,Yes
2017-03-30,Closed with explanation,Yes
2016-01-05,Closed with explanation,Yes
2016-10-19,Closed with explanation,Yes
2015-09-25,Closed with explanation,Yes
2016-12-28,Closed with explanation,Yes
2015-04-21,Closed with explanation,Yes
2016-03-29,Closed with monetary relief,Yes
2017-02-04,Closed with explanation,Yes
2016-06-15,Closed with explanation,Yes
2017-02-22,Closed with explanation,Yes
2016-07-13,Closed with explanation,Yes
2017-04-07,Closed with explanation,Yes
2017-02-10,Closed with explanation,Yes
2017-01-02,Closed with explanation,Yes
2016-07-29,Closed with explanation,Yes
2016-07-03,Closed with explanation,Yes
2015-05-15,Closed with explanation,No
2016-08-15,Closed with explanation,Yes
2015-07-31,Closed with explanation,Yes
2016-05-24,Closed with monetary relief,Yes
2016-05-14,Closed with non-monetary relief,Yes
2016-05-05,Closed with explanation,Yes
2017-04-14,Closed with explanation,Yes
2016-04-06,Closed with explanation,Yes
2016-01-31,Closed with explanation,Yes
2016-11-16,Closed with explanation,Yes
2016-09-29,Closed with explanation,Yes
2017-03-03,Closed with explanation,Yes
2015-05-19,Closed with explanation,Yes
2015-06-04,Closed with explanation,Yes
2016-01-16,Closed with explanation,Yes
2015-06-04,Closed with explanation,Yes
2017-01-23,Closed with explanation,Yes
2015-08-18,Closed with non-monetary relief,Yes
2016-09-22,Closed with explanation,Yes
2016-07-16,Closed with explanation,No
2016-04-01,Closed with non-monetary relief,Yes
2016-04-02,Closed with explanation,Yes
2016-04-28,Closed with explanation,Yes
2015-09-04,Closed with explanation,Yes
2016-03-18,Closed with explanation,Yes
2016-06-14,Closed,Yes
2015-07-01,Closed with explanation,Yes
2016-01-17,Closed with explanation,Yes
2016-01-21,Closed with explanation,Yes
2016-05-10,Closed with explanation,Yes
2015-08-24,Closed with monetary relief,Yes
2015-11-18,Closed with explanation,Yes
2016-09-28,Closed with explanation,Yes
2017-02-28,Closed with explanation,Yes
2016-09-26,Closed with non-monetary relief,Yes
2016-11-29,Closed with explanation,Yes
2016-02-17,Closed with explanation,Yes
2016-06-02,Closed with explanation,No
2017-02-09,Closed with explanation,Yes
2016-07-09,Closed with explanation,Yes
2015-05-28,Closed with explanation,Yes
2016-03-23,Closed with explanation,Yes
2016-03-31,Closed with explanation,Yes
2017-02-09,Closed with non-monetary relief,Yes
2016-06-21,Closed with explanation,Yes
2017-01-23,Closed with explanation,Yes
2016-04-07,Closed with non-monetary relief,Yes
2015-08-10,Closed with explanation,Yes
2016-08-17,Closed with explanation,Yes
2015-08-25,Closed with explanation,Yes
2017-04-12,Closed with explanation,Yes
2016-09-29,Closed with explanation,Yes
2015-06-12,Closed with explanation,Yes
2016-01-07,Closed with non-monetary relief,Yes
2017-01-10,Closed,Yes
2017-01-03,Closed with explanation,Yes
2016-07-21,Closed with explanation,Yes
2017-04-01,Closed with explanation,Yes
2016-02-26,Closed with explanation,Yes
2016-05-07,Closed with explanation,Yes
2016-03-02,Closed with explanation,Yes
2017-05-17,Closed with explanation,Yes
2016-10-13,Closed with monetary relief,No
2017-03-01,Closed with monetary relief,Yes
2016-07-10,Closed with explanation,Yes
2016-04-22,Closed with explanation,Yes
2017-03-03,Closed with monetary relief,Yes
2015-10-24,Closed with monetary relief,Yes
2017-03-23,Closed with explanation,Yes
2017-03-15,Closed with explanation,Yes
2016-11-17,Closed with explanation,Yes
2015-06-18,Closed with explanation,Yes
2016-01-04,Closed with explanation,Yes
2015-06-03,Closed with explanation,Yes
2015-09-05,Closed with monetary relief,Yes
2015-05-19,Closed with explanation,Yes
2016-12-04,Closed with explanation,Yes
2015-04-07,Closed with monetary relief,Yes
2016-12-14,Closed with explanation,Yes
2016-09-20,Closed with explanation,Yes
2016-12-18,Closed with explanation,Yes
2016-06-23,Closed with explanation,Yes
2016-09-27,Closed with explanation,Yes
2015-07-15,Closed with explanation,Yes
2016-09-15,Closed with monetary relief,Yes
2015-08-27,Closed with explanation,Yes
2015-09-11,Closed with explanation,Yes
2015-09-04,Closed with explanation,Yes
2016-01-19,Closed with explanation,Yes
2017-01-18,Closed with explanation,Yes
2016-09-29,Closed with monetary relief,Yes
2016-09-01,Closed with explanation,Yes
2017-01-29,Closed with explanation,Yes
2016-11-28,Closed with explanation,Yes
2015-06-11,Closed with monetary relief,Yes
2016-10-08,Closed with explanation,Yes
2015-05-05,Closed with explanation,Yes
2016-05-26,Closed with non-monetary relief,Yes
2015-06-02,Closed with explanation,No
2015-05-13,Closed with explanation,Yes
2015-08-03,Closed with explanation,Yes
2015-10-19,Closed with explanation,Yes
2015-05-20,Closed with non-monetary relief,Yes
2015-08-05,Closed with non-monetary relief,Yes
2017-02-07,Closed with explanation,Yes
2016-02-08,Closed with monetary relief,Yes
2015-08-13,Closed with explanation,Yes
2016-11-04,Closed with explanation,Yes
2017-01-25,Closed with explanation,Yes
2017-01-11,Closed with explanation,Yes
2016-07-05,Closed with explanation,Yes
2017-03-29,Closed with explanation,No
2016-09-20,Closed with explanation,Yes
2016-04-07,Closed with explanation,Yes
2015-10-23,Closed with explanation,Yes
2017-03-25,Closed with explanation,Yes
2015-03-25,Closed with explanation,Yes
2016-06-01,Closed with explanation,Yes
2016-03-28,Closed with explanation,Yes
2016-07-06,Closed with explanation,Yes
2015-05-04,Closed with explanation,Yes
2016-11-03,Closed with monetary relief,No
2015-07-14,Closed with explanation,Yes
2016-10-27,Closed with explanation,Yes
2016-08-02,Closed with explanation,Yes
2016-03-08,Closed with explanation,Yes
2017-03-13,Closed with explanation,Yes
2015-04-03,Closed with monetary relief,Yes
2016-04-30,Closed with explanation,Yes
2016-02-05,Closed with explanation,Yes
2015-04-21,Closed with explanation,Yes
2015-05-31,Closed with explanation,Yes
2016-10-31,Closed with explanation,Yes
2017-01-09,Closed with explanation,Yes
2017-04-10,Closed with explanation,Yes
2017-03-03,Closed with explanation,Yes
2015-12-09,Closed with explanation,Yes
2016-01-20,Closed with monetary relief,Yes
2017-04-21,Closed with non-monetary relief,Yes
2016-04-06,Closed with explanation,Yes
2015-04-25,Closed with explanation,Yes
2015-12-18,Closed with explanation,Yes
2016-10-04,Closed with explanation,Yes
2015-12-18,Closed with explanation,Yes
2015-09-23,Closed with explanation,Yes
2016-09-26,Closed with explanation,Yes
2016-08-06,Closed with explanation,Yes
2017-04-13,Closed,Yes
2017-01-25,Closed with explanation,Yes
2016-01-22,Closed with explanation,Yes
2016-11-12,Closed with monetary relief,Yes
2016-06-17,Closed with explanation,Yes
2017-03-06,Closed with explanation,Yes
2015-07-24,Closed with explanation,Yes
2016-11-01,Closed with explanation,Yes
2016-07-18,Closed with explanation,Yes
2017-04-13,Closed with explanation,Yes
2016-09-24,Closed with explanation,Yes
2016-05-13,Closed with explanation,Yes
2016-07-13,Closed with explanation,Yes
2017-03-01,Closed with monetary relief,Yes
2015-03-27,Closed with explanation,Yes
2016-02-10,Closed with explanation,Yes
2016-08-01,Closed with explanation,No
2016-05-23,Closed with explanation,Yes
2015-07-11,Closed with explanation,Yes
2016-09-30,Closed with non-monetary relief,Yes
2016-09-17,Closed with monetary relief,Yes
2015-06-30,Closed with explanation,Yes
2017-02-20,Closed with explanation,Yes
2015-08-25,Closed with explanation,Yes
2016-03-14,Closed with explanation,Yes
2016-06-23,Closed with monetary relief,Yes
2017-03-17,Closed with explanation,Yes
2017-04-19,Closed with explanation,No
2015-07-31,Closed with non-monetary relief,Yes
2015-10-19,Closed with explanation,Yes
2017-03-30,Closed with explanation,Yes
2017-01-07,Closed with explanation,Yes
2016-09-29,Closed with explanation,Yes
2016-09-26,Closed with non-monetary relief,Yes
2016-04-19,Closed with non-monetary relief,Yes
2016-03-26,Closed with explanation,Yes
2015-07-13,Closed with explanation,Yes
2016-07-21,Closed with explanation,Yes
2016-03-30,Closed with explanation,Yes
2016-06-22,Closed with explanation,Yes
2017-03-21,Closed with explanation,Yes
2017-01-30,Closed with non-monetary relief,Yes
2016-02-23,Closed with monetary relief,Yes
2016-10-10,Closed with explanation,Yes
2016-07-22,Closed with explanation,Yes
2016-11-27,Closed with non-monetary relief,Yes
2015-10-24,Closed with explanation,Yes
2016-12-01,Closed with explanation,Yes
2017-04-10,Closed with explanation,Yes
2016-07-20,Closed with monetary relief,Yes
2016-12-13,Closed with explanation,Yes
2016-04-26,Closed with explanation,Yes
2015-05-15,Closed with non-monetary relief,Yes
2015-07-09,Closed with explanation,Yes
2015-08-03,Closed with explanation,No
2015-08-11,Closed with non-monetary relief,Yes
2016-02-02,Closed with non-monetary relief,Yes
2016-05-18,Closed with explanation,Yes
2015-09-03,Closed with explanation,Yes
2015-10-07,Closed with monetary relief,Yes
2017-03-29,Closed with explanation,Yes
2017-01-06,Closed with explanation,Yes
2015-12-07,Closed with explanation,Yes
2016-08-24,Closed with non-monetary relief,Yes
2015-06-10,Closed with monetary relief,Yes
2017-03-08,Closed with explanation,Yes
2017-01-20,Closed with explanation,Yes
2016-10-31,Closed with explanation,Yes
2016-10-22,Closed with explanation,Yes
2017-04-14,Closed with explanation,Yes
2016-09-29,Closed with explanation,Yes
2015-04-21,Closed with explanation,Yes
2015-06-18,Closed with explanation,Yes
2016-01-20,Closed with monetary relief,Yes
2015-04-12,Closed with explanation,Yes
2017-03-22,Closed with explanation,Yes
2015-05-06,Closed with explanation,Yes
2017-01-23,Closed with explanation,Yes
2016-02-29,Closed with explanation,Yes
2017-02-15,Closed with explanation,Yes
2016-08-21,Closed with explanation,Yes
2015-09-11,Closed with explanation,Yes
2016-06-30,Closed with non-monetary relief,Yes
2017-01-23,Closed with explanation,Yes
2017-01-27,Closed with explanation,Yes
2016-09-07,Closed with explanation,Yes
2016-08-12,Closed with explanation,Yes
2015-06-26,Closed with explanation,Yes
2016-11-03,Closed with explanation,Yes
2015-08-01,Closed with explanation,Yes
2017-03-10,Closed with explanation,Yes
2015-08-10,Closed with non-monetary relief,Yes
2015-10-28,Closed with explanation,Yes
2015-10-15,Closed with monetary relief,Yes
2015-12-16,Closed with explanation,Yes
2016-09-09,Closed with explanation,Yes
2016-05-16,Closed with explanation,Yes
2017-02-09,Closed with explanation,Yes
2016-04-10,Closed with explanation,Yes
2015-04-16,Closed with explanation,Yes
2017-02-16,Closed with explanation,Yes
2015-04-14,Closed with explanation,Yes
2017-03-07,Closed with explanation,Yes
2015-04-23,Closed with explanation,Yes
2016-12-16,Closed with explanation,Yes
2016-02-08,Closed with explanation,Yes
2017-04-21,Closed with explanation,Yes
2016-01-07,Closed with explanation,Yes
2015-11-24,Closed with explanation,Yes
2015-08-10,Closed with explanation,No
2015-11-21,Closed with explanation,Yes
2016-12-01,Closed with non-monetary relief,Yes
2017-03-16,Closed with explanation,Yes
2016-08-23,Closed with explanation,Yes
2016-07-06,Closed with explanation,Yes
2017-03-25,Closed with explanation,Yes
2016-06-23,Closed with explanation,No
2017-03-27,Closed with explanation,Yes
2015-04-01,Closed with explanation,Yes
2016-03-15,Closed with monetary relief,Yes
2016-08-10,Untimely response,No
2017-03-02,Closed with explanation,Yes
2016-10-14,Closed with explanation,Yes
2015-06-24,Closed with non-monetary relief,Yes
2016-01-26,Closed with explanation,Yes
2017-03-07,Closed with explanation,Yes
2016-07-20,Closed with explanation,Yes
2015-10-06,Closed with explanation,Yes
2017-03-25,Closed with explanation,Yes
2015-08-12,Closed with non-monetary relief,Yes
2015-05-26,Closed with explanation,Yes
2016-09-14,Closed with explanation,Yes
2015-06-17,Closed with explanation,Yes
2016-08-29,Closed with explanation,Yes
2016-06-06,Closed with explanation,Yes
2016-10-03,Closed with explanation,Yes
2016-10-11,Closed with explanation,Yes
2017-02-11,Closed with explanation,No
2017-01-31,Closed with explanation,Yes
2016-05-06,Closed with explanation,Yes
2017-01-30,Closed with explanation,Yes
2016-06-24,Closed with explanation,Yes
2015-06-26,Closed with explanation,Yes
2015-12-09,Closed with monetary relief,Yes
2015-06-05,Closed with explanation,No
2016-09-29,Closed with explanation,Yes
2015-07-13,Closed with explanation,Yes
2015-06-18,Closed with explanation,Yes
2017-03-24,Closed with explanation,Yes
2017-01-13,Closed with explanation,Yes
2017-05-03,Closed with explanation,Yes
2016-01-26,Closed with explanation,Yes
2016-05-17,Closed with explanation,Yes
2015-07-20,Closed with explanation,Yes
2015-04-15,Closed with non-monetary relief,Yes
2015-05-13,Closed with explanation,Yes
2016-04-15,Closed with explanation,Yes
2016-02-15,Closed with explanation,Yes
2016-07-06,Closed with explanation,Yes
2016-12-17,Closed with explanation,Yes
2016-11-26,Closed with explanation,Yes
2015-07-27,Closed with explanation,Yes
2016-10-11,Closed with explanation,Yes
2016-04-25,Closed with explanation,Yes
2017-01-20,Closed with explanation,Yes
2015-11-15,Closed with explanation,Yes
2015-03-31,Closed,Yes
2016-05-21,Closed with explanation,Yes
2015-06-04,Closed with explanation,Yes
2017-01-21,Closed with explanation,Yes
2015-09-16,Closed with non-monetary relief,Yes
2016-10-25,Closed with explanation,Yes
2016-03-14,Closed with explanation,Yes
2016-07-05,Closed with non-monetary relief,Yes
2016-06-22,Closed with explanation,Yes
2015-07-17,Closed with explanation,Yes
2017-04-17,Closed with explanation,Yes
2017-02-17,Closed with non-monetary relief,Yes
2016-05-21,Closed with explanation,Yes
2016-05-08,Closed with explanation,Yes
2016-04-07,Closed with explanation,Yes
2017-03-30,Closed with non-monetary relief,Yes
2016-11-28,Closed with explanation,Yes
2015-08-18,Closed with explanation,Yes
2016-09-09,Closed with explanation,Yes
2015-06-17,Closed with explanation,Yes
2015-08-20,Closed with explanation,Yes
2015-12-19,Closed with explanation,Yes
2016-05-09,Closed with explanation,Yes
2016-10-12,Closed with explanation,Yes
2016-07-25,Closed with non-monetary relief,Yes
2016-04-01,Closed with explanation,Yes
2015-06-09,Closed with non-monetary relief,Yes
2017-02-24,Closed with explanation,Yes
2016-04-10,Closed with explanation,Yes
2017-04-16,Closed with explanation,Yes
2015-04-11,Closed with non-monetary relief,Yes
2017-01-26,Closed with explanation,Yes
2015-08-10,Closed with explanation,Yes
2015-06-24,Closed with explanation,Yes
2015-06-19,Closed with non-monetary relief,Yes
2015-03-19,Closed with explanation,Yes
2016-05-04,Closed with explanation,Yes
2016-10-27,Closed with explanation,Yes
2016-01-03,Closed with explanation,Yes
2015-12-09,Closed with explanation,Yes
2016-10-17,Closed with explanation,Yes
2016-02-19,Closed with explanation,Yes
2017-03-30,Closed with explanation,Yes
2016-07-22,Closed with explanation,Yes
2015-11-10,Closed with explanation,Yes
2015-03-25,Closed with non-monetary relief,Yes
2016-11-29,Closed with explanation,Yes
2015-08-01,Closed with explanation,Yes
2015-10-08,Closed with explanation,Yes
2015-12-07,Closed with explanation,Yes
2015-07-30,Closed with explanation,Yes
2017-04-21,Closed with explanation,Yes
2016-12-21,Closed with explanation,Yes
2015-11-28,Closed with explanation,Yes
2015-07-23,Closed with explanation,Yes
2015-11-20,Closed with explanation,Yes
2016-09-16,Closed,Yes
2015-07-31,Closed with monetary relief,Yes
2017-02-07,Closed with non-monetary relief,Yes
